01	0	0	0	0	0	0.0277777777777778	0.416666666666667	0	0.166666666666667	0.0277777777777778	0	0	0	0	0	0	0	0	0	0	0	0	0.0277777777777778	0	0	0	0	0.166666666666667	0.166666666666667	0
02	0	0	0	0	0.0120481927710843	0.204819277108434	0.216867469879518	0.240963855421687	0	0	0	0	0.0120481927710843	0	0	0	0	0.0481927710843374	0	0	0	0	0.240963855421687	0	0	0.0120481927710843	0	0	0	0.0120481927710843
03	0	0	0	0	0	0	0.705882352941177	0.0882352941176471	0.0588235294117647	0.0294117647058824	0	0	0	0	0	0	0	0	0.0882352941176471	0	0	0	0.0294117647058824	0	0	0	0	0	0	0
04	0.0254237288135593	0.00847457627118644	0.889830508474576	0	0	0	0.0508474576271186	0	0.00847457627118644	0.00847457627118644	0	0	0	0	0	0	0	0	0.00847457627118644	0	0	0	0	0	0	0	0	0	0	0
05	0.147239263803681	0	0.779141104294479	0	0	0	0.00613496932515337	0	0	0	0	0	0	0	0	0	0	0	0.0368098159509202	0	0.00613496932515337	0.00613496932515337	0	0.00613496932515337	0.0122699386503067	0	0	0	0	0
06	0	0	0.0657894736842105	0.0263157894736842	0	0	0.0394736842105263	0	0	0	0.592105263157895	0.0131578947368421	0	0.197368421052632	0	0	0	0	0	0	0	0	0	0	0.0657894736842105	0	0	0	0	0
07	0	0	0.136363636363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.818181818181818	0	0	0	0	0	0	0	0.0454545454545455	0	0	0
08	0	0	0.046875	0	0	0	0.890625	0	0	0.03125	0	0	0	0	0	0	0	0	0	0	0	0	0.03125	0	0	0	0	0	0	0
09	0	0	0	0	0.111111111111111	0.111111111111111	0.25	0	0	0.0277777777777778	0	0	0	0	0.0555555555555556	0.0277777777777778	0.0277777777777778	0	0	0.0833333333333333	0.222222222222222	0	0.0833333333333333	0	0	0	0	0	0	0
10	0	0	0	0	0.309090909090909	0.381818181818182	0.118181818181818	0.00909090909090909	0.0363636363636364	0	0	0	0	0	0.0454545454545455	0.00909090909090909	0	0	0	0	0	0	0.0818181818181818	0	0	0.00909090909090909	0	0	0	0
