01	0	0.222222222222222	0	0.555555555555556	0.222222222222222	0	0	0	0
02	0	0	0	0.473684210526316	0	0.368421052631579	0.131578947368421	0.0263157894736842	0
03	0	0	0	0.75	0.0625	0.09375	0	0	0.09375
04	0.927272727272727	0	0	0.0545454545454545	0.00909090909090909	0	0	0	0.00909090909090909
05	0.943089430894309	0	0	0.00813008130081301	0	0	0	0	0.0487804878048781
06	0	0	0.941176470588235	0.0588235294117647	0	0	0	0	0
07	0	0	0	0	0	0	0	0	1
08	0	0	0	1	0	0	0	0	0
09	0	0	0	0.529411764705882	0	0	0.235294117647059	0.235294117647059	0
10	0	0	0	0.139784946236559	0.043010752688172	0.010752688172043	0.440860215053763	0.365591397849462	0
