"Tag_ID","Animal_ID","x","y","date","time","position"
46,5,203591,7568744,"2010-08-04","20:34:01","horizontal"
46,5,203322,7568786,"2010-08-04","20:40:00","horizontal"
46,5,203344,7568871,"2010-08-04","20:40:01","horizontal"
46,5,203182,7568784,"2010-08-04","20:41:00","horizontal"
46,5,203306,7568826,"2010-08-04","20:47:00","vertical"
46,5,203256,7568766,"2010-08-04","20:52:00","horizontal"
46,5,203206,7568787,"2010-08-04","20:52:01","horizontal"
46,5,203305,7568869,"2010-08-04","20:52:02","horizontal"
46,5,203251,7568663,"2010-08-04","21:02:00","horizontal"
46,5,202927,7568375,"2010-08-04","21:02:01","horizontal"
46,5,203142,7568808,"2010-08-04","21:03:00","horizontal"
46,5,203021,7568631,"2010-08-04","21:03:01","horizontal"
46,5,202927,7568375,"2010-08-04","21:03:02","horizontal"
46,5,202839,7568634,"2010-08-04","21:04:00","horizontal"
46,5,203062,7568665,"2010-08-04","21:04:01","horizontal"
46,5,202131,7566185,"2010-08-04","21:04:02","horizontal"
46,5,203021,7568631,"2010-08-04","21:04:03","horizontal"
46,5,203021,7568631,"2010-08-04","21:05:00","vertical"
46,5,203142,7568630,"2010-08-04","21:09:00","horizontal"
46,5,203094,7568692,"2010-08-04","21:09:01","horizontal"
46,5,203985,7570166,"2010-08-05","18:29:00","vertical"
46,5,203559,7569115,"2010-08-05","18:31:00","horizontal"
46,5,203437,7569258,"2010-08-05","18:32:00","horizontal"
46,5,203928,7569748,"2010-08-05","18:32:01","horizontal"
46,5,203877,7568927,"2010-08-05","18:35:00","vertical"
46,5,203868,7568832,"2010-08-05","18:36:00","horizontal"
46,5,203980,7568882,"2010-08-05","18:36:01","horizontal"
46,5,203861,7568902,"2010-08-05","18:37:00","horizontal"
46,5,203697,7568778,"2010-08-05","18:57:01","horizontal"
46,5,203002,7569030,"2010-08-05","18:57:02","horizontal"
46,5,203652,7568804,"2010-08-05","18:58:00","horizontal"
46,5,203135,7568930,"2010-08-05","19:09:00","horizontal"
46,5,203173,7568908,"2010-08-05","19:10:00","horizontal"
46,5,203196,7568895,"2010-08-05","19:11:00","horizontal"
46,5,203228,7568876,"2010-08-05","19:13:00","vertical"
46,5,203179,7568905,"2010-08-05","19:21:00","horizontal"
46,5,203128,7568826,"2010-08-05","19:21:01","horizontal"
46,5,203187,7568808,"2010-08-05","19:22:00","horizontal"
46,5,203228,7568736,"2010-08-05","19:22:01","horizontal"
46,5,203316,7568800,"2010-08-05","19:22:02","horizontal"
46,5,203173,7568922,"2010-08-05","19:22:03","horizontal"
46,5,203186,7568910,"2010-08-05","19:23:00","horizontal"
46,5,203154,7568865,"2010-08-05","19:23:01","horizontal"
46,5,203282,7568738,"2010-08-05","19:23:02","horizontal"
46,5,203252,7568774,"2010-08-05","19:23:03","horizontal"
46,5,203180,7568860,"2010-08-05","19:28:00","horizontal"
46,5,203322,7568878,"2010-08-05","19:29:00","horizontal"
46,5,203190,7568951,"2010-08-05","20:18:00","vertical"
46,5,203174,7568892,"2010-08-05","20:19:00","horizontal"
46,5,203145,7568942,"2010-08-05","20:19:01","horizontal"
46,5,203130,7568886,"2010-08-05","20:19:02","horizontal"
46,5,203015,7568787,"2010-08-05","20:21:00","horizontal"
46,5,202962,7568470,"2010-08-05","20:22:00","horizontal"
46,5,203133,7568905,"2010-08-05","20:22:01","horizontal"
46,5,203145,7568935,"2010-08-05","20:23:00","horizontal"
46,5,203052,7568446,"2010-08-05","20:23:01","horizontal"
46,5,203070,7568767,"2010-08-05","20:24:00","horizontal"
46,5,203125,7568938,"2010-08-05","20:24:03","horizontal"
46,5,203174,7568948,"2010-08-05","20:56:00","horizontal"
46,5,203145,7568971,"2010-08-05","20:56:01","horizontal"
46,5,203090,7568661,"2010-08-05","20:56:02","horizontal"
46,5,203143,7568969,"2010-08-05","20:56:05","horizontal"
46,5,203088,7568874,"2010-08-05","20:57:00","horizontal"
46,5,203068,7568881,"2010-08-05","20:57:03","horizontal"
46,5,203048,7568937,"2010-08-05","21:12:00","horizontal"
46,5,203107,7568867,"2010-08-05","21:15:00","horizontal"
46,5,203074,7568821,"2010-08-05","21:15:01","horizontal"
46,5,203153,7568951,"2010-08-05","21:16:01","horizontal"
46,5,203136,7568923,"2010-08-05","21:16:02","horizontal"
46,5,203101,7568878,"2010-08-05","21:17:00","horizontal"
46,5,203144,7568970,"2010-08-05","21:17:01","horizontal"
46,5,203092,7568827,"2010-08-05","21:17:02","horizontal"
46,5,203145,7568971,"2010-08-05","21:18:00","horizontal"
46,5,203141,7568968,"2010-08-05","21:19:00","horizontal"
46,5,203718,7569326,"2010-08-06","18:00:00","roost"
46,5,203600,7569045,"2010-08-06","18:37:00","horizontal"
46,5,203278,7569085,"2010-08-06","18:37:01","horizontal"
46,5,203700,7569086,"2010-08-06","18:37:02","horizontal"
46,5,203387,7569110,"2010-08-06","18:38:00","horizontal"
46,5,203530,7569169,"2010-08-06","18:38:01","horizontal"
46,5,203414,7569094,"2010-08-06","18:38:02","horizontal"
46,5,203432,7569084,"2010-08-06","18:39:00","vertical"
46,5,203414,7569094,"2010-08-06","18:42:00","horizontal"
46,5,203542,7569159,"2010-08-06","18:42:01","horizontal"
46,5,203352,7569130,"2010-08-06","18:43:01","horizontal"
46,5,203318,7569150,"2010-08-06","18:43:02","horizontal"
46,5,201956,7568451,"2010-08-06","19:01:00","horizontal"
46,5,202998,7569004,"2010-08-06","19:01:01","horizontal"
46,5,203204,7569045,"2010-08-06","19:01:02","horizontal"
46,5,203196,7569048,"2010-08-06","19:02:01","horizontal"
46,5,203207,7569131,"2010-08-06","19:04:00","horizontal"
46,5,203176,7568877,"2010-08-06","19:13:00","vertical"
46,5,203121,7568908,"2010-08-06","19:21:00","horizontal"
46,5,203127,7568937,"2010-08-06","19:21:01","horizontal"
46,5,203091,7568852,"2010-08-06","19:22:00","horizontal"
46,5,203042,7568768,"2010-08-06","19:22:01","horizontal"
46,5,203117,7568837,"2010-08-06","19:22:02","horizontal"
46,5,203154,7568817,"2010-08-06","19:23:00","horizontal"
46,5,203214,7568762,"2010-08-06","19:23:01","horizontal"
46,5,203239,7568911,"2010-08-06","19:23:02","horizontal"
46,5,203218,7568814,"2010-08-06","19:23:03","horizontal"
46,5,203135,7568869,"2010-08-06","19:24:00","horizontal"
46,5,203107,7568753,"2010-08-06","19:24:01","horizontal"
46,5,203203,7568879,"2010-08-06","19:24:02","horizontal"
46,5,203184,7568736,"2010-08-06","19:24:03","horizontal"
46,5,203130,7568430,"2010-08-06","19:25:00","horizontal"
46,5,203221,7568850,"2010-08-06","19:25:01","horizontal"
46,5,203239,7568870,"2010-08-06","19:25:02","horizontal"
46,5,203333,7568816,"2010-08-06","19:26:00","vertical"
46,5,203186,7568852,"2010-08-06","19:27:00","horizontal"
46,5,203147,7568797,"2010-08-06","19:28:01","horizontal"
46,5,203144,7568936,"2010-08-06","19:28:02","horizontal"
46,5,203334,7568511,"2010-08-06","19:28:03","horizontal"
46,5,203154,7568817,"2010-08-06","19:33:00","horizontal"
46,5,203173,7568908,"2010-08-06","19:33:01","horizontal"
46,5,203239,7568935,"2010-08-06","19:33:02","horizontal"
46,5,203164,7568624,"2010-08-06","19:34:00","horizontal"
46,5,203365,7568578,"2010-08-06","19:34:02","horizontal"
46,5,203373,7568681,"2010-08-06","19:34:03","horizontal"
46,5,203144,7568845,"2010-08-06","19:35:01","horizontal"
46,5,203112,7568922,"2010-08-06","19:35:02","horizontal"
46,5,203134,7568934,"2010-08-06","19:36:00","vertical"
46,5,203164,7568889,"2010-08-06","19:40:00","horizontal"
46,5,203188,7568960,"2010-08-06","19:40:01","horizontal"
46,5,203099,7568748,"2010-08-06","19:40:02","horizontal"
46,5,203167,7568901,"2010-08-06","19:41:00","horizontal"
46,5,203152,7568898,"2010-08-06","19:41:01","horizontal"
46,5,203140,7568931,"2010-08-06","19:42:00","horizontal"
46,5,203128,7568938,"2010-08-06","19:42:01","horizontal"
46,5,203135,7568869,"2010-08-06","19:42:02","horizontal"
46,5,203115,7568901,"2010-08-06","19:43:00","horizontal"
46,5,203128,7568890,"2010-08-06","19:43:01","vertical"
46,5,203133,7568653,"2010-08-06","19:47:00","horizontal"
46,5,203164,7568624,"2010-08-06","19:48:00","horizontal"
46,5,203130,7568816,"2010-08-06","19:48:01","horizontal"
46,5,203179,7568905,"2010-08-06","19:48:02","horizontal"
46,5,203576,7567114,"2010-08-06","20:06:00","horizontal"
46,5,202883,7568830,"2010-08-06","21:24:00","horizontal"
46,5,202457,7568755,"2010-08-06","21:25:00","horizontal"
49,11,203849,7568847,"2010-07-25","18:35:00","vertical"
49,11,203726,7568841,"2010-07-25","18:36:00","vertical"
49,11,203727,7568841,"2010-07-25","18:36:01","horizontal"
49,11,203747,7568868,"2010-07-26","18:00:00","roost"
49,11,203910,7568941,"2010-07-26","18:32:00","vertical"
