trans	DIA	HORA	X_Estimate	Y_Estimate	POS
66	300709	1939	203429,14	7566031,95	V
66	300709	2001	203380,90	7565946,06	H
66	300709	2003	203380,90	7565946,06	V
66	300709	2020	203369,83	7566074,85	V
66	300709	2029	203356,13	7565970,69	H
66	300709	2058	203403,21	7566060,77	H
66	300709	205900	203422,81	7566067,90	H
66	300709	205901	203481,10	7565937,59	H
66	300709	2100	203412,59	7566043,47	H
66	300709	2101	203434,56	7566056,15	V
66	300709	2104	203545,65	7565895,35	H
66	300709	2113	203321,33	7565875,08	H
66	300709	2120	203427,64	7566069,66	H
66	310709	1837	203577,14	7567792,59	H
66	310709	183800	206291,83	7567226,58	V
66	310709	183801	203878,37	7567652,13	V
66	310709	1846	203646,27	7567817,75	H
66	310709	190400	203536,69	7566154,42	H
66	310709	190401	203565,79	7566204,81	H
66	310709	1924	203696,49	7566619,09	V
66	310709	194500	203472,81	7566126,35	H
66	310709	194501	203472,81	7566034,19	H
66	310709	195700	203524,65	7566074,95	H
66	310709	195701	203477,30	7566092,54	H
66	310709	1958	203478,76	7566071,18	H
66	310709	1959	203477,31	7566092,55	H
66	310709	200000	203487,86	7566078,82	H
66	310709	200001	203487,86	7566078,82	V
66	310709	2012	203472,82	7565952,23	H
66	310709	2013	203482,94	7566077,10	H
66	310709	2014	203544,56	7566044,69	V
66	310709	2039	203525,22	7566042,44	H
66	310709	2040	203561,97	7565977,57	H
66	310709	2041	203472,83	7565952,24	H
66	310709	204900	203540,88	7566023,79	H
66	310709	204901	203472,83	7566068,62	H
66	310709	205100	203484,99	7566078,82	V
66	310709	205101	203486,94	7566080,46	V
66	10809	183800	203528,74	7567943,09	H
66	10809	183801	203660,86	7567818,88	H
66	10809	1839	203529,49	7567795,92	H
66	10809	1840	203994,12	7567186,66	V
66	10809	1841	203479,87	7567824,69	H
66	10809	1842	203554,55	7567828,52	H
66	10809	1843	203653,21	7567430,43	H
66	10809	1844	203593,85	7567764,20	H
66	10809	193600	203647,86	7565795,61	H
66	10809	193601	203577,80	7565848,14	H
66	10809	194000	203435,64	7565956,31	H
66	10809	194001	203421,40	7565504,14	V
66	10809	195500	203529,43	7566119,03	H
66	10809	195501	203443,11	7566088,03	H
66	10809	1956	203446,96	7566050,01	V
66	10809	2021	203498,31	7565985,82	H
66	10809	202200	203421,40	7566028,56	H
66	10809	202201	203440,16	7566012,64	H
66	10809	202202	203421,40	7566056,97	H
66	10809	202203	203465,43	7566042,76	H
66	10809	202300	203504,46	7565975,17	H
66	10809	202301	203632,12	7565540,09	H
66	10809	2024	203557,56	7565803,85	V
66	20809	1855	203756,32	7567808,06	H
66	20809	1859	203437,23	7567832,98	H
66	20809	192501	203506,14	7566009,02	H
66	20809	192502	203473,35	7566066,47	H
66	20809	192503	203474,37	7566040,43	H
66	20809	192600	203533,17	7566032,12	H
66	20809	192601	203585,72	7565932,55	H
66	20809	192602	203594,48	7565882,85	V
66	20809	1942	203547,25	7566053,06	H
66	20809	195400	203465,55	7566029,91	H
66	20809	195401	203433,15	7566032,74	H
66	20809	195402	203244,93	7565601,80	H
66	20809	1955	203465,89	7565898,43	H
66	20809	1956	203481,07	7565940,12	V
66	20809	2018	203442,35	7565517,05	V
66	20809	2019	203513,04	7565917,95	V
66	20809	204100	203475,42	7565924,61	H
66	20809	204101	203550,67	7565497,87	H
66	20809	2042	203500,48	7565895,23	V
66	20809	2046	203524,67	7566014,07	H
66	20809	2047	203494,82	7565814,61	H
